Unnamed: 0,statement,label,city,country,correct_country,twoshot_prompt
445,The city of Bandar Lampung is in South Africa.,0,Bandar Lampung,South Africa,Indonesia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Bandar Lampung is in South Africa. This statement is:"
84,The city of Niamey is not in Niger.,0,Niamey,Niger,Niger,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Niamey is not in Niger. This statement is:"
548,The city of Sapporo is in Japan.,1,Sapporo,Japan,Japan,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Sapporo is in Japan. This statement is:"
10,The city of Addis Ababa is not in Ethiopia.,0,Addis Ababa,Ethiopia,Ethiopia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Addis Ababa is not in Ethiopia. This statement is:"
993,The city of Helsinki is in Pakistan.,0,Helsinki,Pakistan,Finland,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Helsinki is in Pakistan. This statement is:"
912,The city of Riga is not in Latvia.,0,Riga,Latvia,Latvia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Riga is not in Latvia. This statement is:"
698,The city of Cotonou is not in Benin.,0,Cotonou,Benin,Benin,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Cotonou is not in Benin. This statement is:"
1034,The city of Chisinau is in Moldova.,1,Chisinau,Moldova,Moldova,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Chisinau is in Moldova. This statement is:"
520,The city of Pimpri is in India.,1,Pimpri,India,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Pimpri is in India. This statement is:"
971,The city of Barquisimeto is in Poland.,0,Barquisimeto,Poland,Venezuela,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Barquisimeto is in Poland. This statement is:"
290,The city of Khabarovsk is in Russia.,1,Khabarovsk,Russia,Russia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Khabarovsk is in Russia. This statement is:"
1249,The city of Jinan is in Rwanda.,0,Jinan,Rwanda,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Jinan is in Rwanda. This statement is:"
906,The city of Koeln is in Germany.,1,Koeln,Germany,Germany,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Koeln is in Germany. This statement is:"
777,The city of Bayannur is in Russia.,0,Bayannur,Russia,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Bayannur is in Russia. This statement is:"
923,The city of Bekasi is not in China.,1,Bekasi,China,Indonesia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Bekasi is not in China. This statement is:"
890,The city of Sanya is in China.,1,Sanya,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Sanya is in China. This statement is:"
313,The city of Shaoguan is not in Pakistan.,1,Shaoguan,Pakistan,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Shaoguan is not in Pakistan. This statement is:"
642,The city of Johannesburg is in South Africa.,1,Johannesburg,South Africa,South Africa,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Johannesburg is in South Africa. This statement is:"
288,The city of Dnipro is not in Ukraine.,0,Dnipro,Ukraine,Ukraine,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Dnipro is not in Ukraine. This statement is:"
848,The city of Erode is in India.,1,Erode,India,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Erode is in India. This statement is:"
201,The city of Harare is not in Turkey.,1,Harare,Turkey,Zimbabwe,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Harare is not in Turkey. This statement is:"
595,The city of Kashgar is not in Turkey.,1,Kashgar,Turkey,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Kashgar is not in Turkey. This statement is:"
733,The city of Arequipa is not in India.,1,Arequipa,India,Peru,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Arequipa is not in India. This statement is:"
1244,The city of Guankou is in China.,1,Guankou,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Guankou is in China. This statement is:"
767,The city of Narela is not in Turkey.,1,Narela,Turkey,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Narela is not in Turkey. This statement is:"
902,The city of Guayaquil is in Ecuador.,1,Guayaquil,Ecuador,Ecuador,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Guayaquil is in Ecuador. This statement is:"
591,The city of Malang is not in Morocco.,1,Malang,Morocco,Indonesia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Malang is not in Morocco. This statement is:"
37,The city of Mombasa is not in India.,1,Mombasa,India,Kenya,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Mombasa is not in India. This statement is:"
1295,The city of Tanggu is not in South Korea.,1,Tanggu,South Korea,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Tanggu is not in South Korea. This statement is:"
26,The city of Yingkou is in China.,1,Yingkou,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Yingkou is in China. This statement is:"
553,The city of Cheonan is in Myanmar.,0,Cheonan,Myanmar,South Korea,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Cheonan is in Myanmar. This statement is:"
236,The city of Aparecida de Goiania is not in Brazil.,0,Aparecida de Goiania,Brazil,Brazil,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Aparecida de Goiania is not in Brazil. This statement is:"
163,The city of Izmir is in Iran.,0,Izmir,Iran,Turkey,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Izmir is in Iran. This statement is:"
561,The city of General Santos is not in China.,1,General Santos,China,the Philippines,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of General Santos is not in China. This statement is:"
1274,The city of Cuttack is in India.,1,Cuttack,India,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Cuttack is in India. This statement is:"
1324,The city of Hiroshima is in Japan.,1,Hiroshima,Japan,Japan,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Hiroshima is in Japan. This statement is:"
149,The city of Naucalpan de Juarez is not in Honduras.,1,Naucalpan de Juarez,Honduras,Mexico,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Naucalpan de Juarez is not in Honduras. This statement is:"
1157,The city of Kota Kinabalu is not in the United States.,1,Kota Kinabalu,the United States,Malaysia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Kota Kinabalu is not in the United States. This statement is:"
184,The city of N'Djamena is in Chad.,1,N'Djamena,Chad,Chad,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of N'Djamena is in Chad. This statement is:"
937,The city of Abeokuta is in Mozambique.,0,Abeokuta,Mozambique,Nigeria,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Abeokuta is in Mozambique. This statement is:"
91,The city of South Tangerang is in India.,0,South Tangerang,India,Indonesia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of South Tangerang is in India. This statement is:"
1147,The city of Dhanbad is in Kenya.,0,Dhanbad,Kenya,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Dhanbad is in Kenya. This statement is:"
1094,The city of The Bronx is not in the United States.,0,The Bronx,the United States,the United States,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of The Bronx is not in the United States. This statement is:"
299,The city of Algiers is not in China.,1,Algiers,China,Algeria,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Algiers is not in China. This statement is:"
